埼玉	さいたま	[n.] Saitama (city)
宮城県	みやぎけん	[n.] Miyagi prefecture (Tohoku area)
青森県	あおもりけん	[n.] Aomori prefecture (Tohoku area)
千葉県	ちばけん	[n.] Chiba prefecture (Kanto area)
岩手県	いわてけん	[n.] Iwate prefecture (Tohoku area)
奈良県	ならけん	[n.] Nara prefecture (Kinki area)
展開	てんかい	[n.; suru] development; evolution; progressing; unfolding // [n.] expansion; spreading out; extending; deployment; building up // [n.] expansion
応援	おうえん	[n.; suru] aid; assistance; help; reinforcement; rooting; barracking; support; cheering
寄付	きふ	[n.; suru] contribution; donation
運動場	うんどうじょう,うんどうば	[n.] sports ground; playing field; playground
大リーグ	だいリーグ	[n.] the major leagues
礼	れい	[n.] thanks; gratitude // [n.] manners; etiquette // [n.] bow // [n.] reward; gift // [n.] ceremony; ritual
台湾	たいわん	[n.; no-n.] Taiwan
航空	こうくう	[n.; no-n.] aviation; flying
成田空港		
関西	かんさい,かんせい	[n.] Kansai; region consisting of Osaka, Kobe, Kyoto and surrounding prefectures // [n.] Kansai; south-western half of Japan (during the feudal era)
旭	あさひ	[n.] morning sun
航空会社	こうくうがいしゃ	[n.] airline company
凍る	こおる	[v5ru.; vi.] to freeze; to be frozen over; to congeal
手帳	てちょう	[n.] notebook; memo pad; (pocket) diary // [abbr.] certificate // [abbr.] identification card
母子手帳	ぼしてちょう	[n.; abbr.] maternity health record book; mother and child health notebook
国際会議	こくさいかいぎ	[n.] international conference
妊娠	にんしん	[n.; suru; no-n.] conception; pregnancy
団体	だんたい	[n.] organization; organisation; association
国際的	こくさいてき	[adjn..] international
移動	いどう	[n.; suru] movement; transfer; migration; removal; travel // [n./prenv.] mobile; moving; traveling; travelling; roving
放送局	ほうそうきょく	[n.] broadcasting station; broadcaster
動かす	うごかす	[v5su.; vt.] to move; to shift; to stir; to budge; to change position // [n.] to inspire; to rouse; to move (e.g. feeling); to influence // [n.] to change; to alter; to deny // [n.] to operate; to set in motion; to get going // [n.] to mobilize (e.g. troops); to mobilise; to deploy // [n.] to manage (e.g. funds)
乳房	ちぶさ,にゅうぼう	[n.; no-n.] breast; nipple; udder
治療	ちりょう,じりょう	[n.; suru; no-n.] medical treatment; cure
勇気	ゆうき	[n.] courage; bravery; valour; valor; nerve; boldness
豊か	ゆたか	[adjn..] abundant; wealthy; plentiful; rich; affluent // [suffix; adjn..] very; extremely; full of; great
愛す	あいす	[v5su.; vsu.; vt.] to love
支配	しはい	[n.; suru] domination; rule; control; direction; guidance
感染症	かんせんしょう	[n.] infectious disease; infection
漁港	ぎょこう	[n.] fishing harbour; fishing harbor
漁業	ぎょぎょう	[n.; no-n.] fishing (industry)
組合	くみあい	[n.] association; union; guild
協同組合	きょうどうくみあい	[n.; no-n.] cooperative; partnership
教授	きょうじゅ	[n.; suru; no-n.] professor // [n.] teaching; instruction
計算	けいさん	[n.; suru] calculation; reckoning; count // [n.] forecast
予想	よそう	[n.; suru; no-n.] expectation; anticipation; prediction; forecast; conjecture
癌	がん,ガン	[n.; us. kana] cancer
乳癌	にゅうがん	[n.] breast cancer
映画祭	えいがさい	[n.] film festival
東南	とうなん,ひがしみなみ	[n.] south-east
東北	とうほく,ひがしきた	[n.] north-east // [n.] Tohoku (northernmost six prefectures of Honshu)
西北	せいほく,にしきた	[n.] north-west
西南	せいなん,にしみなみ	[n.] south-west
南東	なんとう,みなみひがし	[n.; no-n.] southeast
北東	ほくとう,きたひがし	[n.; no-n.] northeast
北西	ほくせい	[n.; no-n.] northwest
南西	なんせい,みなみにし	[n.; no-n.] southwest
国際交流	こくさいこうりゅう	[n.] international exchange
記者	きしゃ	[n.; no-n.] reporter
材料	ざいりょう	[n.] ingredients; material
意見	いけん	[n.; suru; no-n.] opinion; view; comment
水族館	すいぞくかん,すいぞっかん	[n.] aquarium
倒す	たおす	[v5su.; vt.] to throw down; to bring down; to blow down; to fell; to knock down; to set (something) down on its side; to turn (something) on its side // [n.] to kill; to defeat; to beat // [n.] to overthrow; to trip up; to ruin // [n.] to leave unpaid; to cheat
倒す	こかす	[v4su.; vt.; arch.] to knock down; to knock over
社会主義	しゃかいしゅぎ	[n.; no-n.] socialism
ミサイル		[n.] missile
注目	ちゅうもく	[n.; suru] notice; attention; observation
城	しろ	[n.] castle
城	じょう	[suffix] castle (in place names)
城	き	[n.] fortress (surrounded by a wall, moat, etc.)
防災	ぼうさい	[n.] disaster prevention
高知県	こうちけん	[n.] Kouchi (Kochi) prefecture (Shikoku)
黒潮	くろしお	[n.] Japan Current; Kuroshio Current
議長	ぎちょう	[n.] chairman; speaker (e.g. of assembly); president (e.g. of council, senate, etc.); moderator (e.g. of a newsgroup)
宣言	せんげん	[n.; suru] declaration; proclamation; announcement
確り	しっかり	[adv.; to-adv.; suru; us. kana; ono.] tightly (holding on); firmly; securely // [us. kana; ono.] strongly (built); solidly; sturdily; steadily // [us. kana; ono.] properly; well; sufficiently; hard (working, etc.); fully; completely // [us. kana; ono.] reliably; dependably; levelheadedly; shrewdly; wisely; cleverly
容疑	ようぎ	[n.; sufn.] suspicion; charge
容疑者	ようぎしゃ	[n.] suspect (person)
覚醒剤	かくせいざい	[n.] stimulant (e.g. psychoactive drugs like methamphetamine, ritalin, etc.)
疑い	うたがい	[n.] doubt; question; uncertainty; skepticism; scepticism; suspicion; distrust
逮捕	たいほ	[n.; suru] arrest; apprehension; capture
逮捕される	たいほされる	[v1.] to be arrested
禁止	きんし	[n.; suru] prohibition; inhibition; ban
尿	にょう,ゆばり,いばり,ゆまり,ばり,しい,しし,しと	[n.] urine
飛鳥	ひちょう	[n.] flying bird
香港	ほんこん,ホンコン	[n.] Hong Kong; Hongkong
新潟県	にいがたけん	[n.] Niigata Prefecture (Hokuriku area)
農場	のうじょう	[n.] farm (agriculture)
型	かた,がた	[n.] model; type (e.g. of machine, goods, etc.) // [n.] type; style; pattern // [n.] mold (mould); template; model // [n.] kata (standard form of a movement, posture, etc. in martial arts, sport, etc.) // [n.] form (i.e. customary procedure) // [n.] size (i.e. clothing, shoes) // [obscure] (taxonomical) form
殺す	ころす	[v5su.; vt.] to kill
以内	いない	[n.; sufn.] within; inside of; less than
家鴨	あひる,アヒル	[n.; us. kana] domestic duck
日光	にっこう	[n.] sunlight
東照宮	とうしょうぐう	[n.] Toshogu Shrine
彫刻	ちょうこく	[n.; suru] carving; engraving; sculpture
江戸時代	えどじだい	[n.] Edo period (1603-1868 CE)
国宝	こくほう	[n.] national treasure
絵の具	えのぐ	[n.] paint; coloring materials; colors; colours
取れる	とれる	[v1.; vi.; vt.] to come off; to be removed // [n.] (of pain, a fever, etc.) to disappear // [n.] to be caught; to be harvested // [n.] to be interpreted (as); to be taken as // [n.] (of balance, etc.) to be attained // [n.] to be obtainable
緊張	きんちょう	[n.; suru] tension; mental strain; nervousness
態度	たいど	[n.; no-n.] attitude; manner; behaviour
争い	あらそい	[n.] dispute; strife; quarrel; dissension; conflict; rivalry; contest
火事	かじ	[n.] fire; conflagration
製品	せいひん	[n.] manufactured goods; finished goods; product
器具	きぐ	[n.] utensil; apparatus; implement; device; gadget
石油	せきゆ	[n.] oil; petroleum; kerosene
灯油	とうゆ	[n.] lamp oil; kerosene
零れる	こぼれる	[v1.; vi.; us. kana] to spill; to fall out of; to overflow // [n.] to peek through; to become visible (although normally not) // [n.] to escape (of a smile, tear, etc.)
火がつく	ひがつく	[v5ku.] to catch fire; to provoke; to catch fire from; to be ignited
干す	ほす	[v5su.; vt.] to air; to dry; to desiccate // [n.] to drain (off) // [n.] to drink up // [n.] to deprive of a role, job, etc. (usu. in the passive)
燃える	もえる	[v1.; vi.] to burn; to get fired up
議会	ぎかい	[n.] congress; parliament; diet; legislative assembly
与党	よとう	[n.; no-n.] ruling party; government party; party in power; government
野党	やとう	[n.; no-n.] opposition party; political opposition; opposition
政治	せいじ	[n.] politics; government
混乱	こんらん	[n.; suru] disorder; chaos; confusion; mayhem
方法	ほうほう	[n.] method; process; manner; way; means; technique
大勢	おおぜい,たいぜい	[n.; no-n.] many; crowd; great number of people
大勢	たいせい	[n.] general trend; current thought
世論	よろん,せろん	[n.] public opinion
調査	ちょうさ	[n.; suru] investigation; examination; inquiry; enquiry; survey
世論調査	よろんちょうさ,せろんちょうさ	[n.] public opinion poll
大会	たいかい	[n.; no-n.] convention; tournament; mass meeting; rally
優勝	ゆうしょう	[n.; suru] overall victory; championship
監督	かんとく	[n.; suru; no-n.] supervision; control; superintendence; direction // [n.] director; superintendent; supervisor; coach; foreman; manager; overseer; controller; boss
異常	いじょう	[adjn..; n.] strangeness; abnormality; disorder
競技	きょうぎ	[n.; suru; no-n.] game; match; contest
組織	そしき,そしょく	[n.; suru] organization; organisation // [n.] structure; construction // [n.] tissue // [n.] system
委員会	いいんかい	[n.] committee; commission; board; panel; committee meeting
水上	すいじょう	[n.] aquatic; on the water
水上	みなかみ	[n.] headwaters; source
水上競技	すいじょうきょうぎ	[n.] water sports
結果	けっか	[advn.; tempn.] result; consequence; outcome; effect // [n.; suru] coming to fruition; bearing fruit
練習	れんしゅう	[n.; suru] practice; practising
場所	ばしょ	[n.] place; location; spot; position // [n.] room; space // [n.] basho; wrestling tournament
水泳	すいえい	[n.; suru; no-n.] swimming
有明	ありあけ	[n.] dawn (sometimes esp. in ref. to the 16th day of the lunar month onward)
神奈川県	かながわけん	[n.] Kanagawa prefecture (Kanto area)
覆う	おおう	[v5u.; vt.] to cover; to hide; to conceal; to wrap; to disguise
原子	げんし	[n.] atom
核	かく	[n.; no-n.] pit (of a fruit); stone // [n.] core // [n.; prefn.] nucleus; nuclear // [n.] nuclear weaponry
核	さね	[n.; obscure] pit (of a fruit); stone // [n.] core // [n.] tongue (piece of wood used to connect two boards) // [n.] clitoris
原子核	げんしかく	[n.; no-n.] nucleus (atomic)
原子炉	げんしろ	[n.] atomic reactor; nuclear reactor
発電	はつでん	[n.; suru; no-n.] generation (e.g. power) // [n.; suru; obsolete] sending a telegram; telegraphing
発電機	はつでんき	[n.] dynamo; power generator
放射能	ほうしゃのう	[n.] radioactivity
式	しき	[n.; sufn.] equation; formula; expression // [n.] ceremony // [n.] style // [arch.] enforcement regulations (of the ritsuryo)
料理	りょうり	[n.; suru] cooking; cookery; cuisine // [n.] dealing with something; handling; administration; management
食事	しょくじ	[n.] meal // [suru] to eat
不正	ふせい	[adjn..; n.] injustice; unfairness; iniquity; impropriety; irregularity; dishonesty; illegality; fraud
経済	けいざい	[n.; suru] economics; business; finance; economy
新聞社	しんぶんしゃ	[n.] newspaper company
押切	おしきり	[n.] straw cutter; short mane // [n.] pressing and cutting
携帯電話	けいたいでんわ	[n.; no-n.] mobile telephone; cellular telephone
女優	じょゆう	[n.; no-n.] actress
生産	せいさん	[n.; suru] production; manufacture
生産	せいざん	[n.] live birth
リーマンショック	リーマンショック,リーマン・ショック	[n.] economic downturn precipitated by the Lehman Brothers bankruptcy in 2008
女給	じょきゅう	[n.] waitress; hostess
美人	びじん	[n.] beautiful woman
対策	たいさく	[n.] measure; provision; step; countermeasure; counterplan; countermove
一覧	いちらん	[n.; suru] look; glance; sight; inspection // [n.] summary; list; table; catalog; catalogue
一般的	いっぱんてき	[adjn..] popular; typical; general
呼吸	こきゅう	[n.; suru; no-n.] breath; respiration // [n.] knack; trick; secret (of doing something)
困難	こんなん	[adjn..; n.] difficulty; distress
呼吸困難	こきゅうこんなん	[n.; no-n.] labored breathing; laboured breathing; dyspnea; dyspnoea
